{500000, 10, 0.0004, 0.001, 0.001, 12345}
{743, 1, {0, 0, 0, 0, 0, 0, 0, 0, 0, 0}}
{1302, 1, {0, 0, 0, 0, 0, 0, 0, 0, 0, 0}}
{1331, 1, {0, 0, 0, 0, 0, 0, 0, 0, 0, 0}}
{3665, 1, {0, 0, 0, 0, 0, 0, 0, 0, 0, 0}}
{4182, 1, {0, 0, 0, 0, 0, 0, 0, 0, 0, 0}}
{4347, 1, {0, 0, 0, 0, 0, 0, 0, 0, 0, 0}}
{4444, 1, {0, 0, 0, 0, 0, 0, 0, 0, 0, 0}}
{4808, 1, {0, 0, 0, 0, 0, 0, 0, 0, 0, 0}}
{7249, 1, {0, 0, 0, 0, 0, 0, 0, 0, 0, 0}}
{8975, 1, {0, 0, 0, 0, 0, 0, 0, 0, 0, 0}}
{9286, 1, {0, 0, 0, 0, 0, 0, 0, 0, 0, 0}}
{10852, 1, {0, 0, 0, 0, 0, 0, 0, 0, 0, 0}}
{11558, 1, {0, 0, 0, 0, 0, 0, 0, 0, 0, 0}}
{13715, 1, {0, 0, 0, 0, 0, 0, 0, 0, 0, 0}}
{13947, 1, {0, 0, 0, 0, 0, 0, 0, 0, 0, 0}}
{15079, 1, {0, 0, 0, 0, 0, 0, 0, 0, 0, 0}}
{16963, 1, {0, 0, 0, 0, 0, 0, 0, 0, 0, 0}}
{17007, 1, {0, 0, 0, 0, 0, 0, 0, 0, 0, 0}}
{17575, 1, {0, 0, 0, 0, 0, 0, 0, 0, 0, 0}}
{17876, 1, {0, 0, 0, 0, 0, 0, 0, 0, 0, 0}}
{17947, 1, {0, 0, 0, 0, 0, 0, 0, 0, 0, 0}}
{18001, 1, {0, 0, 0, 0, 0, 0, 0, 0, 0, 0}}
{18031, 1, {0, 0, 0, 0, 0, 0, 0, 0, 0, 0}}
{18145, 1, {0, 0, 0, 0, 0, 0, 0, 0, 0, 0}}
{18256, 1, {0, 0, 0, 0, 0, 0, 0, 0, 0, 0}}
{18328, 1, {0, 0, 0, 0, 0, 0, 0, 0, 0, 0}}
{18494, 1, {0, 0, 0, 0, 0, 0, 0, 0, 0, 0}}
{18509, 1, {0, 0, 0, 0, 0, 0, 0, 0, 0, 0}}
{18590, 1, {0, 0, 0, 0, 0, 0, 0, 0, 0, 0}}
{18702, 1, {0, 0, 0, 0, 0, 0, 0, 0, 0, 0}}
{18910, 1, {0, 0, 0, 0, 0, 0, 0, 0, 0, 0}}
{18990, 1, {0, 0, 0, 0, 0, 0, 0, 0, 0, 0}}
{19109, 1, {0, 0, 0, 0, 0, 0, 0, 0, 0, 0}}
{19199, 1, {0, 0, 0, 0, 0, 0, 0, 0, 0, 0}}
{19262, 1, {0, 0, 0, 0, 0, 0, 0, 0, 0, 0}}
{19295, 1, {0, 0, 0, 0, 0, 0, 0, 0, 0, 0}}
{19300, 1, {0, 0, 0, 0, 0, 0, 0, 0, 0, 0}}
{19313, 1, {0, 0, 0, 0, 0, 0, 0, 0, 0, 0}}
{19382, 1, {0, 0, 0, 0, 0, 0, 0, 0, 0, 0}}
{19459, 1, {0, 0, 0, 0, 0, 0, 0, 0, 0, 0}}
{19755, 1, {0, 0, 0, 0, 0, 0, 0, 0, 0, 0}}
{19868, 1, {0, 0, 0, 0, 0, 0, 0, 0, 0, 0}}
{20236, 1, {0, 0, 0, 0, 0, 0, 0, 0, 0, 0}}
{20530, 1, {0, 0, 0, 0, 0, 0, 0, 0, 0, 0}}
{20811, 1, {0, 0, 0, 0, 0, 0, 0, 0, 0, 0}}
{21093, 1, {0, 0, 0, 0, 0, 0, 0, 0, 0, 0}}
{21369, 1, {0, 0, 0, 0, 0, 0, 0, 0, 0, 0}}
{21681, 1, {0, 0, 0, 0, 0, 0, 0, 0, 0, 0}}
{22015, 1, {0, 0, 0, 0, 0, 0, 0, 0, 0, 0}}
{22042, 1, {0, 0, 0, 0, 0, 0, 0, 0, 0, 0}}
{22069, 1, {0, 0, 0, 0, 0, 0, 0, 0, 0, 0}}
{22075, 1, {0, 0, 0, 0, 0, 0, 0, 0, 0, 0}}
{22106, 0, {0, 0, 0, 0, 1, 0, 0, 0, 0, 1}}
{22298, 1, {0, 0, 0, 0, 0, 0, 0, 0, 0, 0}}
{22394, 1, {0, 0, 0, 0, 0, 0, 0, 0, 0, 0}}
{22424, 1, {0, 0, 0, 0, 0, 0, 0, 0, 0, 0}}
{22438, 1, {0, 0, 0, 0, 0, 0, 0, 0, 0, 0}}
